Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
34.29,10.86,10.14,29.69,4.22,9.65,43.41%,1.52,4.32,34.52%,2.69,5.33,48.97%,51.88%,2.12,2.52,77.05%,0.96,3.64,4.61,3.24,0.89,0.51,1.69,2.73,12.07
