Tm,Rk,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,90.61538461538461,24.0,9.76923076923077,4.615384615384615,21.246153846153845,3.4769230769230766,8.053846153846154,0.4392307692307692,1.1,3.076923076923077,0.2633846153846154,2.4,4.984615384615385,0.5016153846153846,0.49438461538461537,1.7615384615384615,2.430769230769231,0.7252307692307693,1.1384615384615384,3.076923076923077,4.223076923076923,2.284615384615385,0.8461538461538461,0.49230769230769234,1.176923076923077,1.876923076923077,9.776923076923076
