Tm,Rk,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,101.73,28.80,9.27,4.00,19.02,2.91,6.74,39.95%,0.89,2.61,25.29%,2.01,4.13,49.48%,46.25%,1.13,1.51,0.62,0.71,3.08,3.80,1.85,0.53,0.31,1.19,1.57,7.81
